TABLE_SET_NAME,TABLE1,SCHEMA1,TABLE2,SCHEMA2,JOIN_COUNT,JOIN_EXECUTIONS,STATIC_COEFFICIENT,DYNAMIC_COEFFICIENT,TOTAL_AFFINITY
Cerner,ORDER_CATALOG,V500,DCP_ENTITY_RELTN,V500,5,276,0.03497,0.10237,0.06867
Cerner,ORDER_DISPENSE,V500,ORDER_THERAP_SBSTTN,V500,2,49,0.08,0.05868,0.06934
Cerner,ORDER_THERAP_SBSTTN,V500,ORDER_DISPENSE,V500,2,49,0.08,0.05868,0.06934
Cerner,MEDICATION_DEFINITION,V500,MED_DISPENSE,V500,4,33,0.11765,0.02266,0.07016
Cerner,MED_DISPENSE,V500,MEDICATION_DEFINITION,V500,4,36,0.11765,0.02478,0.07122
Cerner,ORDER_CATALOG,V500,ORDER_CATALOG_ITEM_R,V500,6,264,0.04255,0.10088,0.07172
Cerner,ORDER_CATALOG_ITEM_R,V500,ORDER_CATALOG,V500,6,264,0.04255,0.10088,0.07172
Cerner,MED_DISPENSE,V500,MED_IDENTIFIER,V500,4,43,0.11429,0.03009,0.07219
Cerner,PERSON,V500,ENCOUNTER,V500,76,1909,0.13036,0.01705,0.07371
Cerner,SIGN_LINE_DTA_R,V500,RAD_REPORT_DETAIL,V500,1,4,0.1,0.04762,0.07381
Cerner,ORDER_CATALOG,V500,SCH_SIMPLE_ASSOC,V500,4,272,0.02817,0.11961,0.07389
Cerner,SCH_SIMPLE_ASSOC,V500,ORDER_CATALOG,V500,4,272,0.02817,0.11961,0.07389
Cerner,PATHWAY,V500,PATHWAY_RELTN,V500,3,23,0.125,0.02316,0.07408
Cerner,PATHWAY_RELTN,V500,PATHWAY,V500,3,23,0.125,0.02316,0.07408
Cerner,WARNING_LABEL,V500,MED_FLEX_OBJECT_IDX,V500,4,228,0.06897,0.08228,0.07563
Cerner,PHARMACY_NOTES,V500,DCP_FORMS_ACTIVITY_COMP,V500,2,49,0.1,0.05235,0.07618
Cerner,PACKAGE_TYPE,V500,MED_FLEX_OBJECT_IDX,V500,5,333,0.06173,0.09468,0.07821
Cerner,PRSNL,V500,CODE_VALUE,V500,8,18247,0.0109,0.15346,0.08218
Cerner,ORDER_CATALOG_ITEM_R,V500,ORDER_CATALOG_SYNONYM,V500,7,512,0.04268,0.12302,0.08285
Cerner,PACKAGE_TYPE,V500,QUANTITY_ON_HAND,V500,2,140,0.0625,0.10786,0.08518
Cerner,QUANTITY_ON_HAND,V500,PACKAGE_TYPE,V500,2,140,0.0625,0.10786,0.08518
Cerner,PACKAGE_TYPE,V500,MED_IDENTIFIER,V500,3,213,0.05769,0.11589,0.08679
Cerner,MED_IDENTIFIER,V500,PACKAGE_TYPE,V500,3,213,0.05769,0.11589,0.08679
Cerner,MED_PRODUCT,V500,MED_DISPENSE,V500,3,91,0.11111,0.06657,0.08884
Cerner,ORDER_INGREDIENT,V500,ORDERS,V500,64,646,0.13474,0.0442,0.08947
Cerner,ORDER_CATALOG_ITEM_R,V500,ALT_SEL_CAT,V500,1,144,0.05,0.1295,0.08975
Cerner,MED_DISPENSE,V500,MED_PRODUCT,V500,3,94,0.11111,0.06891,0.09001
Cerner,ORDER_CATALOG,V500,ORDERS,V500,67,806,0.13086,0.0514,0.09113
Cerner,ACT_PW_COMP,V500,PHARMACY_NOTES,V500,2,49,0.08333,0.09919,0.09126
Cerner,PHARMACY_NOTES,V500,ACT_PW_COMP,V500,2,49,0.08333,0.09919,0.09126
Cerner,ORDER_THERAP_SBSTTN,V500,DCP_FORMS_ACTIVITY_COMP,V500,2,49,0.125,0.05882,0.09191
Cerner,MED_OE_DEFAULTS,V500,ORDER_CATALOG_SYNONYM,V500,11,553,0.06471,0.12186,0.09329
Cerner,ORDER_CATALOG_ITEM_R,V500,ALT_SEL_LIST,V500,1,144,0.05882,0.12903,0.09393
Cerner,MED_DISPENSE,V500,MED_OE_DEFAULTS,V500,1,248,0.02941,0.16052,0.09497
Cerner,MED_OE_DEFAULTS,V500,MED_DISPENSE,V500,1,248,0.02941,0.16052,0.09497
Cerner,ORDER_IV_INFO,V500,ORDER_CATALOG_SYNONYM,V500,26,191,0.14607,0.04681,0.09644
Cerner,MANUFACTURER_ITEM,V500,MED_FLEX_OBJECT_IDX,V500,5,305,0.08621,0.1085,0.09736
Cerner,MED_OE_DEFAULTS,V500,ORDER_CATALOG_ITEM_R,V500,1,248,0.03704,0.16723,0.10214
Cerner,ORDER_CATALOG_ITEM_R,V500,MED_OE_DEFAULTS,V500,1,248,0.03704,0.16723,0.10214
Cerner,MED_DEF_FLEX,V500,MED_PACKAGE_TYPE,V500,7,385,0.10145,0.12336,0.11241
Cerner,MED_PACKAGE_TYPE,V500,MED_DEF_FLEX,V500,7,385,0.10145,0.12336,0.11241
Cerner,ACT_PW_COMP,V500,ORDER_THERAP_SBSTTN,V500,2,49,0.1,0.12532,0.11266
Cerner,ORDER_THERAP_SBSTTN,V500,ACT_PW_COMP,V500,2,49,0.1,0.12532,0.11266
Cerner,PAT_ED_RELTN,V500,PAT_ED_DOC_ACTIVITY,V500,1,13,0.08333,0.14943,0.11638
Cerner,PAT_ED_DOC_ACTIVITY,V500,PAT_ED_RELTN,V500,1,13,0.08333,0.14943,0.11638
Cerner,MEDICATION_DEFINITION,V500,MED_DEF_FLEX,V500,12,341,0.15385,0.09699,0.12542
Cerner,ORDER_CATALOG,V500,ORDER_IV_INFO,V500,26,191,0.16883,0.08352,0.12618
Cerner,ORDER_IV_INFO,V500,ORDER_CATALOG,V500,26,191,0.16883,0.08352,0.12618
Cerner,MED_PRODUCT,V500,MED_DEF_FLEX,V500,9,459,0.12329,0.13632,0.12981
Cerner,MED_DEF_FLEX,V500,MED_PRODUCT,V500,9,459,0.12329,0.13632,0.12981
Cerner,ORDER_CATALOG_ITEM_R,V500,MED_DISPENSE,V500,1,248,0.04167,0.21986,0.13077
Cerner,RAD_RES_INFO,V500,PROXY_GROUP,V500,1,4,0.16667,0.10811,0.13739
Cerner,MED_IDENTIFIER,V500,MED_FLEX_OBJECT_IDX,V500,10,379,0.14925,0.12953,0.13939
Cerner,ORDER_COMMENT,V500,LONG_TEXT,V500,36,528,0.20112,0.08522,0.14317
Cerner,MED_FLEX_OBJECT_IDX,V500,MED_DEF_FLEX,V500,16,721,0.15094,0.1466,0.14877
Cerner,MED_DISPENSE,V500,ORDER_CATALOG_ITEM_R,V500,2,249,0.08696,0.22094,0.15395
Cerner,MED_DISPENSE,V500,MED_INGRED_SET,V500,1,248,0.05,0.26271,0.15636
Cerner,MED_INGRED_SET,V500,MED_DISPENSE,V500,1,248,0.05,0.26271,0.15636
Cerner,RAD_TECH_CMT_DATA,V500,RAD_TECH_FIELD,V500,1,12,0.04762,0.26667,0.15715
Cerner,MED_PRODUCT,V500,MED_FLEX_OBJECT_IDX,V500,9,459,0.15254,0.16208,0.15731
Cerner,ACT_PW_COMP,V500,PATHWAY_COMP,V500,1,100,0.05,0.26596,0.15798
Cerner,PATHWAY_COMP,V500,ACT_PW_COMP,V500,1,100,0.05,0.26596,0.15798
Cerner,PACKAGE_TYPE,V500,MANUFACTURER_ITEM,V500,5,284,0.13889,0.17997,0.15943
Cerner,MANUFACTURER_ITEM,V500,PACKAGE_TYPE,V500,5,284,0.13889,0.17997,0.15943
Cerner,IM_STUDY,V500,IM_ACQUIRED_STUDY,V500,2,14,0.08696,0.23333,0.16015
Cerner,ALLERGY,V500,REACTION,V500,9,310,0.16364,0.17584,0.16974
Cerner,ORDER_INGREDIENT,V500,ORDER_CATALOG_SYNONYM,V500,55,364,0.26829,0.07821,0.17325
Cerner,PAT_ED_SHORTCUT,V500,PAT_ED_RELTN,V500,2,16,0.18182,0.16495,0.17339
Cerner,RAD_FOLLOW_UP_CONTROL,V500,RAD_PROCEDURE_ASSOC,V500,1,3,0.25,0.09677,0.17339
Cerner,PACKAGE_TYPE,V500,ITEM_LOCATION_COST,V500,6,216,0.1875,0.16641,0.17696
Cerner,ITEM_LOCATION_COST,V500,PACKAGE_TYPE,V500,6,216,0.1875,0.16641,0.17696
Cerner,MED_INGRED_SET,V500,ORDER_CATALOG_ITEM_R,V500,1,248,0.07692,0.28118,0.17905
Cerner,ORDER_CATALOG_ITEM_R,V500,MED_INGRED_SET,V500,1,248,0.07692,0.28118,0.17905
Cerner,PATHWAY_COMP,V500,PW_COMP_RELTN,V500,1,3,0.33333,0.0283,0.18082
Cerner,PW_COMP_RELTN,V500,PATHWAY_COMP,V500,1,3,0.33333,0.0283,0.18082
Cerner,WARNING_LABEL,V500,MEDICATION_DEFINITION,V500,4,219,0.15385,0.21944,0.18665
Cerner,MED_IDENTIFIER,V500,MED_PACKAGE_TYPE,V500,4,216,0.14815,0.22594,0.18705
Cerner,MED_PACKAGE_TYPE,V500,MED_IDENTIFIER,V500,4,216,0.14815,0.22594,0.18705
Cerner,PERSON,V500,PERSON_COMBINE,V500,1,29949,0.00342,0.37214,0.18778
Cerner,MED_COST_HX,V500,MED_IDENTIFIER,V500,3,213,0.12,0.27134,0.19567
Cerner,MED_IDENTIFIER,V500,MED_COST_HX,V500,3,213,0.12,0.27134,0.19567
Cerner,MED_DEF_FLEX,V500,MED_IDENTIFIER,V500,15,655,0.19737,0.20565,0.20151
Cerner,MED_IDENTIFIER,V500,MED_DEF_FLEX,V500,15,655,0.19737,0.20565,0.20151
Cerner,PAT_ED_RELTN,V500,PAT_ED_FAVORITES,V500,2,16,0.2,0.20513,0.20257
Cerner,PAT_ED_FAVORITES,V500,PAT_ED_RELTN,V500,2,16,0.2,0.20513,0.20257
Cerner,ORDER_IV_INFO,V500,ORDER_INGREDIENT,V500,26,191,0.22807,0.17951,0.20379
Cerner,ORDER_INGREDIENT,V500,ORDER_IV_INFO,V500,26,191,0.22807,0.17951,0.20379
Cerner,MED_DEF_FLEX,V500,MED_DISPENSE,V500,14,679,0.2,0.21714,0.20857
Cerner,ORDER_CATALOG,V500,ORDER_CATALOG_SYNONYM,V500,68,731,0.2931,0.13267,0.21289
