TABLE_SET_NAME,TABLE1,TABLE2,JOIN_COUNT,JOIN_EXECUTIONS,STATIC_COEFFICIENT,DYNAMIC_COEFFICIENT,TOTAL_AFFINITY,TOTAL_AFFINITY_MODIFIED,TABLE_MAP_ID
MedicalRecord,NOMENCLATURE,PROBLEM,4,595,0.0381,0.07648,0.05729,0.01,1594
MedicalRecord,NOMENCLATURE,PROBLEM_PRSNL_R,3,587,0.0303,0.08224,0.05627,0.01,1595
MedicalRecord,NOMENCLATURE,PRSNL,7,1161,0.02065,0.01564,0.01815,0.01,1596
MedicalRecord,NOMENCLATURE,REFERENCE_RANGE_FACTOR,1,28,0.0099,0.00359,0.00675,0.01,1597
MedicalRecord,NOMENCLATURE,ALLERGY,8,268,0.0597,0.03113,0.04542,0.01,1598
MedicalRecord,NOMENCLATURE,ALPHA_RESPONSES_CATEGORY,1,118,0.0101,0.01653,0.01332,0.01,1599
MedicalRecord,NOMENCLATURE,CE_CODED_RESULT,16,70,0.13445,0.00874,0.0716,0.01,1600
MedicalRecord,NOMENCLATURE,DRG,4,603,0.0404,0.08448,0.06244,0.01,1601
MedicalRecord,NOMENCLATURE,NORMALIZED_STRING_INDEX,1,7,0.0101,0.00098,0.00554,0.01,1602
MedicalRecord,NOMENCLATURE,PROCEDURE,6,848,0.05941,0.11721,0.08831,0.01,1603
MedicalRecord,NOMENCLATURE,PROC_MODIFIER,2,11,0.02,0.00151,0.01076,0.01,1604
MedicalRecord,NOMENCLATURE,ALPHA_RESPONSES,3,264,0.0303,0.03699,0.03365,0.01,1605
MedicalRecord,NOMENCLATURE,CODE_VALUE,4,114,0.00678,0.0015,0.00414,0.01,1606
MedicalRecord,NOMENCLATURE,BILL_ITEM,2,60,0.01754,0.00662,0.01208,0.01,1607
MedicalRecord,NOMENCLATURE,CODED_EXAM_REASON,1,12,0.0101,0.00168,0.00589,0.01,1608
MedicalRecord,NOMENCLATURE,DIAGNOSIS,8,873,0.07018,0.11127,0.09073,0.01,1609
MedicalRecord,NOMENCLATURE,REACTION,2,55,0.01695,0.00741,0.01218,0.01,1610
MedicalRecord,NOMENCLATURE,DRG_ENCNTR_EXTENSION,1,150,0.01,0.02057,0.01529,0.01,1611
MedicalRecord,NOMENCLATURE,ORDER_DETAIL,1,398,0.00571,0.03774,0.02173,0.01,1612
MedicalRecord,NOMENCLATURE,CONCEPT_CKI_ENTITY_R,1,3,0.0101,0.00042,0.00526,0.01,1613
MedicalRecord,NOMENCLATURE,EXAM_REASON,1,12,0.0101,0.00168,0.00589,0.01,1614
MedicalRecord,NOMENCLATURE,FHX_ACTIVITY_R,1,9,0.0101,0.00126,0.00568,0.01,1615
MedicalRecord,NOMENCLATURE,PERSON,1,51,0.00258,0.00071,0.00165,0.01,1616
MedicalRecord,NOMENCLATURE,FHX_ACTIVITY,1,9,0.0101,0.00126,0.00568,0.01,1617
MedicalRecord,NOMENCLATURE,FHX_SECTION_DEF,1,3,0.0101,0.00042,0.00526,0.01,1618
MedicalRecord,NOMENCLATURE,LONG_BLOB,1,144,0.0084,0.01721,0.01281,0.01,1619
MedicalRecord,NOMENCLATURE,LONG_TEXT,1,9,0.00366,0.00068,0.00217,0.01,1620
MedicalRecord,ORDER_CATALOG,DCP_ENTITY_RELTN,5,276,0.03497,0.10237,0.06867,0.01,1621
MedicalRecord,ORDER_CATALOG,OCS_FACILITY_R,3,13,0.02174,0.00585,0.0138,0.01,1622
MedicalRecord,ORDER_CATALOG,ORDERS,67,806,0.13086,0.0514,0.09113,0.01,1623
MedicalRecord,ORDER_CATALOG,ORDER_ACTION,8,89,0.02222,0.01148,0.01685,0.01,1624
MedicalRecord,ORDER_CATALOG,ORDER_CATALOG_ITEM_R,6,264,0.04255,0.10088,0.07172,0.01,1625
MedicalRecord,ORDER_CATALOG,ORDER_CATALOG_SYNONYM,68,731,0.2931,0.13267,0.21289,0.01,1626
MedicalRecord,ORDER_CATALOG,ORDER_INGREDIENT,56,482,0.31111,0.17572,0.24342,0.01,1627
MedicalRecord,ORDER_CATALOG,PERSON,6,15,0.01425,0.00022,0.00724,0.01,1628
MedicalRecord,ORDER_CATALOG,ORDER_IV_INFO,26,191,0.16883,0.08352,0.12618,0.01,1629
MedicalRecord,ORDER_CATALOG,ACT_PW_COMP,2,49,0.01299,0.01925,0.01612,0.01,1630
MedicalRecord,ORDER_CATALOG,CODE_VALUE_EVENT_R,1,50,0.00654,0.01945,0.013,0.01,1631
MedicalRecord,ORDER_CATALOG,DCP_FORMS_ACTIVITY_COMP,2,49,0.01333,0.0164,0.01487,0.01,1632
MedicalRecord,ORDER_CATALOG,ECO_QUEUE,1,7,0.00704,0.00311,0.00508,0.01,1633
MedicalRecord,ORDER_CATALOG,ENCOUNTER,10,118,0.02008,0.00229,0.01119,0.01,1634
MedicalRecord,ORDER_CATALOG,ORDER_PRODUCT,1,8,0.00671,0.00336,0.00504,0.01,1635
MedicalRecord,ORDER_CATALOG,ORDER_RADIOLOGY,5,19,0.02058,0.0047,0.01264,0.01,1636
MedicalRecord,ORDER_CATALOG,PHARMACY_NOTES,2,49,0.01389,0.02087,0.01738,0.01,1637
MedicalRecord,ORDER_CATALOG,SCH_SIMPLE_ASSOC,4,272,0.02817,0.11961,0.07389,0.01,1638
MedicalRecord,ORDER_CATALOG,TEMPLATE_NONFORMULARY,1,8,0.00704,0.00344,0.00524,0.01,1639
MedicalRecord,ORDER_CATALOG,CS_COMPONENT,1,4,0.00625,0.00163,0.00394,0.01,1640
MedicalRecord,ORDER_CATALOG,PATHWAY,2,49,0.01266,0.01557,0.01412,0.01,1641
MedicalRecord,ORDER_CATALOG,PATHWAY_CATALOG,2,10,0.01325,0.00355,0.0084,0.01,1642
MedicalRecord,ORDER_CATALOG,PROCEDURE_SPECIMEN_TYPE,1,8,0.0069,0.00309,0.005,0.01,1643
MedicalRecord,ORDER_CATALOG,PW_CAT_FLEX,2,10,0.01399,0.00442,0.00921,0.01,1644
MedicalRecord,ORDER_CATALOG,RAD_PROCEDURE_ASSOC,1,12,0.00714,0.00538,0.00626,0.01,1645
MedicalRecord,ORDER_CATALOG,REGIMEN_CATALOG,2,10,0.01449,0.0045,0.0095,0.01,1646
MedicalRecord,ORDER_CATALOG,ALT_SEL_CAT,2,10,0.01351,0.00355,0.00853,0.01,1647
MedicalRecord,ORDER_CATALOG,ALT_SEL_LIST,2,10,0.01379,0.00355,0.00867,0.01,1648
MedicalRecord,ORDER_CATALOG,CODE_VALUE,1,224,0.00158,0.00316,0.00237,0.01,1649
MedicalRecord,ORDER_CATALOG,ORDER_DISPENSE,6,57,0.03871,0.01912,0.02892,0.01,1650
MedicalRecord,ORDER_CATALOG,ORDER_NOTIFICATION,2,8,0.01429,0.00359,0.00894,0.01,1651
MedicalRecord,EVENT_CD_GTMP,CLINICAL_EVENT,13,1258,0.05963,0.03501,0.04732,0.01,1652
MedicalRecord,EVENT_CD_GTMP,LONG_TEXT,3,29,0.01538,0.0035,0.00944,0.01,1653
MedicalRecord,RAD_REPORT,DISCRETE_TASK_ASSAY,2,8,0.02174,0.00366,0.0127,0.01,1654
MedicalRecord,RAD_REPORT,ENCNTR_ALIAS,3,36,0.0219,0.00538,0.01364,0.01,1655
MedicalRecord,RAD_REPORT,ENCOUNTER,4,296,0.00973,0.00596,0.00785,0.01,1656
MedicalRecord,RAD_REPORT,MAMMO_FOLLOW_UP,1,28,0.02222,0.04795,0.03509,0.01,1657
MedicalRecord,RAD_REPORT,MAMMO_STUDY,2,32,0.04082,0.05307,0.04695,0.01,1658
MedicalRecord,RAD_REPORT,ORDERS,3,12,0.00621,0.00081,0.00351,0.01,1659
MedicalRecord,RAD_REPORT,ORDER_CATALOG,1,4,0.00549,0.00143,0.00346,0.01,1660
MedicalRecord,RAD_REPORT,ORDER_CATALOG_SYNONYM,5,120,0.02475,0.02678,0.02577,0.01,1661
MedicalRecord,RAD_REPORT,ORDER_RADIOLOGY,18,436,0.13139,0.21998,0.17569,0.01,1662
MedicalRecord,RAD_REPORT,PERSON,3,36,0.00906,0.00055,0.00481,0.01,1663
MedicalRecord,RAD_REPORT,PERSON_NAME,2,8,0.01,0.00098,0.00549,0.01,1664
MedicalRecord,RAD_REPORT,PROFILE_TASK_R,2,8,0.02597,0.0068,0.01639,0.01,1665
MedicalRecord,RAD_REPORT,PRSNL,2,8,0.0069,0.00012,0.00351,0.01,1666
MedicalRecord,RAD_REPORT,RAD_EXAM,2,8,0.0241,0.00729,0.0157,0.01,1667
MedicalRecord,RAD_REPORT,RAD_FOL_UP_FIELD,1,28,0.02128,0.04636,0.03382,0.01,1668
MedicalRecord,RAD_REPORT,RAD_PEER_REVIEW,1,3,0.02222,0.00514,0.01368,0.01,1669
MedicalRecord,RAD_REPORT,RAD_REPORT_DETAIL,2,8,0.03922,0.01314,0.02618,0.01,1670
MedicalRecord,RAD_REPORT,RAD_REPORT_PRSNL,12,56,0.19048,0.08199,0.13624,0.01,1671
MedicalRecord,RAD_REPORT,RAD_RPT_LOCK,1,4,0.01786,0.00598,0.01192,0.01,1672
MedicalRecord,RAD_REPORT,RAD_TRANS_STATS,1,4,0.02174,0.0068,0.01427,0.01,1673
MedicalRecord,RAD_REPORT,SIGN_LINE_DTA_R,1,4,0.02128,0.0063,0.01379,0.01,1674
MedicalRecord,RAD_REPORT,STICKY_NOTE,1,8,0.02041,0.00555,0.01298,0.01,1675
MedicalRecord,SHARED_LIST_GTTD,MED_DEF_FLEX,1,3,0.00704,0.0003,0.00367,0.01,1676
MedicalRecord,SHARED_LIST_GTTD,ORDERS,4,53,0.00781,0.0025,0.00516,0.01,1677
MedicalRecord,SHARED_LIST_GTTD,TRACK_ORD_EVENT_RELTN,2,46,0.02597,0.00293,0.01445,0.01,1678
MedicalRecord,SHARED_LIST_GTTD,RX_WORK_ITEM_QUEUE,2,14,0.02128,0.00199,0.01164,0.01,1679
MedicalRecord,SHARED_LIST_GTTD,ACT_PW_COMP,3,51,0.03333,0.00695,0.02014,0.01,1680
MedicalRecord,SHARED_LIST_GTTD,CHARGE_EVENT,1,3,0.00971,0.0003,0.00501,0.01,1681
MedicalRecord,SHARED_LIST_GTTD,CLINICAL_EVENT,3,79,0.01071,0.00188,0.0063,0.01,1682
MedicalRecord,SHARED_LIST_GTTD,RAD_RPT_LOCK,4,24,0.04819,0.00339,0.02579,0.01,1683
MedicalRecord,SHARED_LIST_GTTD,SCD_SENTENCE,1,3,0.01282,0.00043,0.00663,0.01,1684
MedicalRecord,SHARED_LIST_GTTD,PATHWAY_REVIEW,1,19,0.01333,0.00271,0.00802,0.01,1685
MedicalRecord,SHARED_LIST_GTTD,RAD_DOSE_SCAN_ORDER_R,2,12,0.02667,0.00171,0.01419,0.01,1686
MedicalRecord,SHARED_LIST_GTTD,MED_DISPENSE,1,3,0.01111,0.00039,0.00575,0.01,1687
MedicalRecord,SHARED_LIST_GTTD,ORDER_ACTION,4,2029,0.01329,0.19122,0.10226,0.01,1688
MedicalRecord,SHARED_LIST_GTTD,PRSNL_GROUP_RELTN,1,3,0.01149,0.00031,0.0059,0.01,1689
MedicalRecord,SHARED_LIST_GTTD,RAD_DOSE_SCAN,2,12,0.02667,0.00171,0.01419,0.01,1690
MedicalRecord,SHARED_LIST_GTTD,ENCNTR_ALIAS,1,4,0.00592,0.0003,0.00311,0.01,1691
MedicalRecord,SHARED_LIST_GTTD,EXAM_DATA,1,4,0.01205,0.00053,0.00629,0.01,1692
MedicalRecord,SHARED_LIST_GTTD,MED_FLEX_OBJECT_IDX,1,3,0.00781,0.00031,0.00406,0.01,1693
MedicalRecord,SHARED_LIST_GTTD,MED_IDENTIFIER,1,3,0.01031,0.00039,0.00535,0.01,1694
MedicalRecord,SHARED_LIST_GTTD,ORGANIZATION,2,11,0.01481,0.00111,0.00796,0.01,1695
MedicalRecord,SHARED_LIST_GTTD,PERSON_ALIAS,1,4,0.00592,0.00012,0.00302,0.01,1696
MedicalRecord,SHARED_LIST_GTTD,PRSNL_GROUP,1,3,0.01176,0.00032,0.00604,0.01,1697
MedicalRecord,SHARED_LIST_GTTD,TRACKABLE_OBJECT,1,4,0.01111,0.00055,0.00583,0.01,1698
MedicalRecord,SHARED_LIST_GTTD,RAD_VETTING_HOLD_DETAIL,2,12,0.02667,0.00171,0.01419,0.01,1699
MedicalRecord,SHARED_LIST_GTTD,ENCOUNTER,2,16,0.00451,0.00028,0.0024,0.01,1700
MedicalRecord,SHARED_LIST_GTTD,LOCATION,1,8,0.00775,0.00069,0.00422,0.01,1701
MedicalRecord,SHARED_LIST_GTTD,ORDER_CATALOG_SYNONYM,1,12,0.00424,0.00109,0.00267,0.01,1702
MedicalRecord,SHARED_LIST_GTTD,ORDER_RADIOLOGY,4,28,0.0221,0.00317,0.01264,0.01,1703
MedicalRecord,SHARED_LIST_GTTD,RAD_EXAM,1,12,0.00877,0.00159,0.00518,0.01,1704
MedicalRecord,SHARED_LIST_GTTD,ORDER_REVIEW,1,20,0.0122,0.00265,0.00743,0.01,1705
MedicalRecord,SHARED_LIST_GTTD,PRSNL_ALIAS,1,3,0.00794,0.00032,0.00413,0.01,1706
MedicalRecord,SHARED_LIST_GTTD,SCD_STORY_PATTERN,1,6,0.01266,0.00085,0.00676,0.01,1707
MedicalRecord,SHARED_LIST_GTTD,SERVICE_RESOURCE,1,8,0.0101,0.00107,0.00559,0.01,1708
MedicalRecord,SHARED_LIST_GTTD,CE_EVENT_ACTION,2,5,0.02299,0.00067,0.01183,0.01,1709
MedicalRecord,SHARED_LIST_GTTD,DCP_FORMS_REF,1,37,0.01205,0.00308,0.00757,0.01,1710
MedicalRecord,SHARED_LIST_GTTD,ORG_TYPE_RELTN,1,3,0.0119,0.00039,0.00615,0.01,1711
MedicalRecord,SHARED_LIST_GTTD,PATHWAY,1,17,0.01042,0.00213,0.00628,0.01,1712
MedicalRecord,SHARED_LIST_GTTD,PERSON,2,16,0.00552,0.00022,0.00287,0.01,1713
MedicalRecord,SHARED_LIST_GTTD,RAD_REPORT,1,4,0.0084,0.00053,0.00447,0.01,1714
MedicalRecord,SHARED_LIST_GTTD,SCD_PARAGRAPH,1,3,0.01282,0.00042,0.00662,0.01,1715
MedicalRecord,SHARED_LIST_GTTD,CE_EVENT_PRSNL,1,3,0.01099,0.00037,0.00568,0.01,1716
MedicalRecord,SHARED_LIST_GTTD,CODE_VALUE_GROUP,2,12,0.01942,0.00136,0.01039,0.01,1717
MedicalRecord,SHARED_LIST_GTTD,OUTCOME_ACTIVITY,1,17,0.01099,0.00227,0.00663,0.01,1718
MedicalRecord,SHARED_LIST_GTTD,PATHWAY_RELTN,1,17,0.01266,0.00241,0.00754,0.01,1719
MedicalRecord,SHARED_LIST_GTTD,TRACKING_ITEM,1,4420,0.00649,0.5428,0.27465,0.01,1720
MedicalRecord,MSG_ITEM_GRP,MSG_CATEGORY,2,8,0.125,0.1,0.1125,0.01,1721
MedicalRecord,MSG_ITEM_GRP,MSG_CFG_CAT_RELTN,2,8,0.14286,0.125,0.13393,0.01,1722
MedicalRecord,MSG_ITEM_GRP,MSG_CONFIG,2,8,0.11111,0.00155,0.05633,0.01,1723
MedicalRecord,MSG_ITEM_GRP,MSG_ITEM_GRP_DTL_RELTN,2,28,0.33333,0.73684,0.53509,0.01,1724
MedicalRecord,MSG_ITEM_GRP,MSG_ITM_GRP_CAT_RELTN,3,32,0.42857,0.8,0.61429,0.01,1725
MedicalRecord,SCH_EVENT,ENCNTR_PRSNL_RELTN,2,22,0.01613,0.00296,0.00955,0.01,1726
MedicalRecord,SCH_EVENT,ENCOUNTER,8,214,0.01882,0.00423,0.01153,0.01,1727
MedicalRecord,SCH_EVENT,ORDER_CATALOG_SYNONYM,2,3,0.00897,0.00055,0.00476,0.01,1728
MedicalRecord,SCH_EVENT,PM_WAIT_LIST,10,351,0.12346,0.21056,0.16701,0.01,1729
MedicalRecord,SCH_EVENT,PM_WAIT_LIST_HIST,5,176,0.07813,0.12438,0.10126,0.01,1730
MedicalRecord,SCH_EVENT,PRSNL,4,29,0.01307,0.00042,0.00675,0.01,1731
MedicalRecord,SCH_EVENT,SCH_APPT,14,397,0.13462,0.14327,0.13895,0.01,1732
MedicalRecord,SCH_EVENT,SCH_APPT_OPTION,15,385,0.21429,0.24903,0.23166,0.01,1733
MedicalRecord,SCH_EVENT,SCH_EVENT_ACTION,32,757,0.35165,0.32281,0.33723,0.01,1734
MedicalRecord,SCH_EVENT,SCH_EVENT_ALIAS,6,180,0.09231,0.12649,0.1094,0.01,1735
MedicalRecord,SCH_EVENT,SCH_EVENT_ATTACH,14,415,0.16471,0.23302,0.19887,0.01,1736
MedicalRecord,SCH_EVENT,SCH_EVENT_PATIENT,18,541,0.225,0.24896,0.23698,0.01,1737
MedicalRecord,SCH_EVENT,SCH_LOCATION,2,10,0.02778,0.0064,0.01709,0.01,1738
MedicalRecord,SCH_EVENT,SCH_SCHEDULE,1,6,0.01316,0.00289,0.00803,0.01,1739
MedicalRecord,SCH_EVENT,PERSON,2,22,0.00571,0.00033,0.00302,0.01,1740
MedicalRecord,SCH_EVENT,SCH_APPT_TYPE,1,15,0.01449,0.00968,0.01209,0.01,1741
MedicalRecord,SCH_EVENT,SCH_APPT_STATE,2,5,0.03125,0.00354,0.0174,0.01,1742
MedicalRecord,SCH_EVENT,SCH_ENTRY,2,8,0.01942,0.00522,0.01232,0.01,1743
MedicalRecord,SCH_EVENT,SCH_AT_ENCNTR_TYPE_R,1,12,0.01563,0.00848,0.01206,0.01,1744
MedicalRecord,SCH_EVENT,SCH_EVENT_LINK,2,30,0.0303,0.0202,0.02525,0.01,1745
MedicalRecord,SCH_SIMPLE_ASSOC,DCP_ENTITY_RELTN,4,272,0.28571,0.34085,0.31328,0.01,1746
MedicalRecord,SCH_SIMPLE_ASSOC,ORDER_CATALOG,4,272,0.02817,0.11961,0.07389,0.01,1747
MedicalRecord,SCD_TERM,LONG_BLOB,1,6,0.03846,0.0042,0.02133,0.01,1748
MedicalRecord,SCD_TERM,SCD_BLOB,1,6,0.125,0.03636,0.08068,0.01,1749
MedicalRecord,SCD_TERM,SCD_TERM_DATA,4,30,0.36364,0.29412,0.32888,0.01,1750
MedicalRecord,SCD_TERM,SCR_TERM,1,24,0.16667,0.4,0.28334,0.01,1751
MedicalRecord,SCD_TERM,SCR_TERM_DEFINITION,1,24,0.16667,0.4,0.28334,0.01,1752
MedicalRecord,SCD_TERM,SCR_TERM_TEXT,1,24,0.16667,0.4,0.28334,0.01,1753
MedicalRecord,WARNING_LABEL,MEDICATION_DEFINITION,4,219,0.15385,0.21944,0.18665,0.01,1754
MedicalRecord,WARNING_LABEL,MED_DEF_FLEX,4,228,0.05556,0.06897,0.06227,0.01,1755
MedicalRecord,WARNING_LABEL,MED_FLEX_OBJECT_IDX,4,228,0.06897,0.08228,0.07563,0.01,1756
MedicalRecord,WARNING_LABEL,WARNING_LABEL_XREF,4,219,0.5,0.48993,0.49497,0.01,1757
MedicalRecord,MED_FLEX_OBJECT_IDX,ITEM_DEFINITION,1,1,0.01818,0.00039,0.00929,0.01,1758
MedicalRecord,MED_FLEX_OBJECT_IDX,LONG_TEXT,4,216,0.01778,0.02561,0.0217,0.01,1759
MedicalRecord,MED_FLEX_OBJECT_IDX,MANUFACTURER_ITEM,1,60,0.01613,0.01963,0.01788,0.01,1760
MedicalRecord,MED_FLEX_OBJECT_IDX,MEDICATION_DEFINITION,4,37,0.05556,0.01126,0.03341,0.01,1761
MedicalRecord,MED_FLEX_OBJECT_IDX,MED_DEF_FLEX,16,721,0.15094,0.1466,0.14877,0.01,1762
MedicalRecord,MED_FLEX_OBJECT_IDX,MED_DISPENSE,4,35,0.06061,0.01082,0.03572,0.01,1763
MedicalRecord,MED_FLEX_OBJECT_IDX,MED_IDENTIFIER,4,43,0.05479,0.01318,0.03399,0.01,1764
MedicalRecord,MED_FLEX_OBJECT_IDX,MED_OE_DEFAULTS,4,216,0.05797,0.06334,0.06066,0.01,1765
MedicalRecord,MED_FLEX_OBJECT_IDX,MED_PRODUCT,3,94,0.04615,0.0294,0.03778,0.01,1766
MedicalRecord,MED_FLEX_OBJECT_IDX,PACKAGE_TYPE,1,60,0.01176,0.01583,0.0138,0.01,1767
MedicalRecord,MED_FLEX_OBJECT_IDX,ROUTE_FORM_R,1,1,0.01786,0.00039,0.00913,0.01,1768
MedicalRecord,MED_FLEX_OBJECT_IDX,SYNONYM_ITEM_R,1,1,0.01818,0.00039,0.00929,0.01,1769
MedicalRecord,MED_FLEX_OBJECT_IDX,WARNING_LABEL,3,222,0.05085,0.07994,0.0654,0.01,1770
MedicalRecord,ORD_RQSTN_ORD_R,BLOB_REFERENCE,1,16,0.01695,0.03441,0.02568,0.01,1771
MedicalRecord,ORD_RQSTN_ORD_R,CODE_VALUE_EXTENSION,1,16,0.0038,0.00061,0.00221,0.01,1772
MedicalRecord,ORD_RQSTN_ORD_R,ORD_RQSTN,2,120,0.05882,0.40404,0.23143,0.01,1773
MedicalRecord,PENDING_COLLECTION,COLLECTION_PRIORITY,1,571,0.04545,0.19187,0.11866,0.01,1774
MedicalRecord,PENDING_COLLECTION,ENCNTR_COMBINE,1,478,0.05882,0.03743,0.04813,0.01,1775
MedicalRecord,PENDING_COLLECTION,ENCOUNTER,1,571,0.00261,0.01138,0.007,0.01,1776
MedicalRecord,PENDING_COLLECTION,ORDERS,2,759,0.00442,0.05084,0.02763,0.01,1777
MedicalRecord,PENDING_COLLECTION,ORDER_LABORATORY,1,571,0.05882,0.21928,0.13905,0.01,1778
MedicalRecord,PENDING_COLLECTION,PERSON_COMBINE,1,188,0.05882,0.00399,0.03141,0.01,1779
MedicalRecord,PENDING_COLLECTION,ENCNTR_COMBINE_DET,1,478,0.06667,0.32606,0.19637,0.01,1780
MedicalRecord,PENDING_COLLECTION,PERSON_COMBINE_DET,1,188,0.06667,0.10943,0.08805,0.01,1781
MedicalRecord,SCH_EVENT_COMM,LONG_TEXT,5,39,0.02747,0.00633,0.0169,0.01,1782
MedicalRecord,PRIVILEGE,PRIVILEGE_EXCEPTION,11,63,0.37931,0.23864,0.30898,0.01,1783
MedicalRecord,PRIVILEGE,PRIV_LOC_RELTN,11,123,0.32353,0.26509,0.29431,0.01,1784
MedicalRecord,MSG_CFG_CAT_RELTN,MSG_COLUMN_GRP_DTL_RELTN,1,2,0.06667,0.025,0.04584,0.01,1785
MedicalRecord,MSG_CFG_CAT_RELTN,MSG_CONFIG,5,14,0.2381,0.00272,0.12041,0.01,1786
MedicalRecord,MSG_CFG_CAT_RELTN,MSG_CONFIG_PUB_ASNMNT,1,6,0.05,0.00124,0.02562,0.01,1787
MedicalRecord,MSG_CFG_CAT_RELTN,MSG_ENCNTR_GRP_DTL_RELTN,1,2,0.07692,0.04545,0.06119,0.01,1788
MedicalRecord,MSG_CFG_CAT_RELTN,MSG_ITEM_GRP,2,4,0.14286,0.05882,0.10084,0.01,1789
MedicalRecord,MSG_CFG_CAT_RELTN,MSG_ITEM_GRP_DTL_RELTN,1,2,0.07692,0.03125,0.05409,0.01,1790
MedicalRecord,MSG_CFG_CAT_RELTN,MSG_ITM_GRP_CAT_RELTN,2,4,0.14286,0.05882,0.10084,0.01,1791
MedicalRecord,MED_DEF_FLEX,CODE_VALUE,1,6,0.00178,0.00008,0.00093,0.01,1792
MedicalRecord,MED_DEF_FLEX,MEDICATION_DEFINITION,14,374,0.18421,0.10738,0.1458,0.01,1793
MedicalRecord,MED_DEF_FLEX,MED_DISPENSE,14,679,0.2,0.21714,0.20857,0.01,1794
MedicalRecord,MED_DEF_FLEX,MED_FLEX_OBJECT_IDX,50,2336,0.69444,0.70724,0.70084,0.01,1795
MedicalRecord,MED_DEF_FLEX,MED_IDENTIFIER,15,655,0.19737,0.20565,0.20151,0.01,1796
MedicalRecord,MED_DEF_FLEX,MED_OE_DEFAULTS,15,858,0.20833,0.25976,0.23405,0.01,1797
MedicalRecord,MED_DEF_FLEX,MED_PACKAGE_TYPE,7,385,0.10145,0.12336,0.11241,0.01,1798
MedicalRecord,MED_DEF_FLEX,ORDER_CATALOG_SYNONYM,11,553,0.05023,0.08441,0.06732,0.01,1799
MedicalRecord,MED_DEF_FLEX,SYNONYM_ITEM_R,1,1,0.01449,0.00032,0.00741,0.01,1800
MedicalRecord,MED_DEF_FLEX,MANUFACTURER_ITEM,5,305,0.06944,0.09115,0.0803,0.01,1801
MedicalRecord,MED_DEF_FLEX,MED_COST_HX,3,213,0.04286,0.06829,0.05558,0.01,1802
MedicalRecord,MED_DEF_FLEX,MED_PRODUCT,9,459,0.12329,0.13632,0.12981,0.01,1803
MedicalRecord,MED_DEF_FLEX,ORDER_CATALOG_ITEM_R,2,249,0.02667,0.07124,0.04896,0.01,1804
MedicalRecord,MED_DEF_FLEX,PACKAGE_TYPE,5,333,0.05263,0.08218,0.06741,0.01,1805
MedicalRecord,MED_DEF_FLEX,ROUTE_FORM_R,2,2,0.02899,0.00065,0.01482,0.01,1806
MedicalRecord,MED_DEF_FLEX,WARNING_LABEL,4,228,0.05556,0.06897,0.06227,0.01,1807
MedicalRecord,MED_DEF_FLEX,ITEM_DEFINITION,2,2,0.02941,0.00065,0.01503,0.01,1808
MedicalRecord,MED_DEF_FLEX,LONG_TEXT,2,26,0.0083,0.00284,0.00557,0.01,1809
MedicalRecord,MED_DEF_FLEX,RX_CURVE,1,6,0.01471,0.00194,0.00833,0.01,1810
MedicalRecord,MED_DEF_FLEX,MED_INGRED_SET,1,248,0.01389,0.07488,0.04439,0.01,1811
MedicalRecord,ORG_ALIAS_POOL_RELTN,ALIAS_POOL,1,3,0.0303,0.00065,0.01548,0.01,1812
MedicalRecord,ORG_ALIAS_POOL_RELTN,CODE_VALUE,1,3,0.00194,0.00004,0.00099,0.01,1813
MedicalRecord,ORG_ALIAS_POOL_RELTN,CODE_VALUE_EXTENSION,1,3,0.00373,0.00011,0.00192,0.01,1814
MedicalRecord,ORG_ALIAS_POOL_RELTN,ENCNTR_ALIAS,1,144,0.0087,0.01812,0.01341,0.01,1815
MedicalRecord,ORG_ALIAS_POOL_RELTN,LOCATION,5,277,0.07042,0.04419,0.05731,0.01,1816
MedicalRecord,ORG_ALIAS_POOL_RELTN,ORGANIZATION,1,4,0.0122,0.00082,0.00651,0.01,1817
MedicalRecord,ORG_ALIAS_POOL_RELTN,PERSON_ALIAS,6,177,0.05455,0.00638,0.03047,0.01,1818
MedicalRecord,ORG_ALIAS_POOL_RELTN,PRSNL_ORG_RELTN,1,4,0.01754,0.00052,0.00903,0.01,1819
MedicalRecord,ORG_ALIAS_POOL_RELTN,SCH_ACTION_LOC,1,3,0.04167,0.00154,0.02161,0.01,1820
MedicalRecord,ORG_ALIAS_POOL_RELTN,SCH_EVENT_DISP,1,115,0.025,0.04363,0.03432,0.01,1821
MedicalRecord,ORG_ALIAS_POOL_RELTN,SCH_EVENT_PATIENT,1,115,0.01818,0.03671,0.02745,0.01,1822
MedicalRecord,PRSNL_ALIAS,CODE_VALUE,1,276,0.00183,0.00389,0.00286,0.01,1823
MedicalRecord,PRSNL_ALIAS,CODE_VALUE_EXTENSION,1,276,0.00334,0.00987,0.00661,0.01,1824
MedicalRecord,PRSNL_ALIAS,PRSNL,1,236,0.00336,0.00335,0.00336,0.01,1825
MedicalRecord,PRSNL_ALIAS,SHARED_LIST_GTTD,1,3,0.00794,0.00032,0.00413,0.01,1826
MedicalRecord,PRSNL_ALIAS,TRACKING_CHECKIN,1,8,0.01099,0.00274,0.00687,0.01,1827
MedicalRecord,PRSNL_ALIAS,TRACKING_ITEM,1,8,0.00763,0.00102,0.00433,0.01,1828
MedicalRecord,PRSNL_ALIAS,TRACKING_PRSNL,1,8,0.01408,0.00315,0.00862,0.01,1829
